order_id,user_id,product_id,product_name,quantity,price,order_date,payment_method,city
1024,U040,P002,Mobile Cover,1,299,2025-07-23 00:28:30,Wallet,Hyderabad
1025,U172,P001,Bluetooth Speaker,3,1499,2025-07-12 22:15:23,Credit Card,Chennai
1026,U120,P006,Charger,2,699,2025-07-07 23:39:43,Netbanking,Hyderabad
1027,U043,P005,Earbuds,3,1999,2025-08-02 04:10:21,UPI,Mumbai
1028,U200,P007,Screen Guard,1,199,2025-07-27 22:33:07,Netbanking,Delhi
1029,U028,P005,Earbuds,1,1999,2025-07-12 02:15:39,Netbanking,Hyderabad
1030,U148,P006,Charger,2,699,2025-07-21 01:07:51,Wallet,Chennai
1031,U184,P002,Mobile Cover,1,299,2025-07-20 06:27:00,COD,Pune
1032,U177,P007,Screen Guard,3,199,2025-07-08 08:02:57,Credit Card,Kolkata
1033,U027,P006,Charger,2,699,2025-07-25 18:06:08,COD,Hyderabad
1034,U031,P007,Screen Guard,3,199,2025-07-25 16:57:33,UPI,Pune
1035,U089,P005,Earbuds,2,1999,2025-07-18 10:06:43,Netbanking,Kolkata
1036,U018,P005,Earbuds,3,1999,2025-07-26 05:28:24,Netbanking,Kolkata
1037,U004,P007,Screen Guard,2,199,2025-07-15 07:43:18,Wallet,Hyderabad
1038,U028,P004,Smart Watch,2,3499,2025-07-12 04:37:10,Wallet,Hyderabad
1039,U182,P002,Mobile Cover,2,299,2025-07-27 12:45:05,Credit Card,Chennai
1040,U188,P005,Earbuds,3,1999,2025-07-11 21:10:06,Netbanking,Mumbai
1041,U158,P007,Screen Guard,3,199,2025-07-19 16:42:43,Wallet,Bengaluru
1042,U120,P004,Smart Watch,3,3499,2025-07-18 00:56:23,COD,Hyderabad
1043,U069,P003,Power Bank,1,999,2025-07-13 01:30:01,UPI,Bengaluru
1044,U072,P004,Smart Watch,1,3499,2025-07-19 14:34:09,Wallet,Hyderabad
1045,U146,P005,Earbuds,3,1999,2025-07-30 02:22:45,Wallet,Kolkata
1046,U087,P001,Bluetooth Speaker,2,1499,2025-07-09 19:58:15,Netbanking,Mumbai
1047,U047,P004,Smart Watch,1,3499,2025-08-03 03:53:57,Netbanking,Pune
1048,U067,P003,Power Bank,2,999,2025-07-21 04:06:30,COD,Pune
1049,U180,P003,Power Bank,3,999,2025-07-16 11:28:54,UPI,Mumbai
1050,U133,P002,Mobile Cover,1,299,2025-07-16 11:37:51,Credit Card,Mumbai
1051,U185,P004,Smart Watch,2,3499,2025-08-04 08:36:41,COD,Chennai
1052,U195,P002,Mobile Cover,3,299,2025-07-07 10:39:49,Wallet,Delhi
1053,U166,P006,Charger,2,699,2025-07-20 19:12:01,Wallet,Pune
1054,U005,P001,Bluetooth Speaker,2,1499,2025-07-22 23:53:48,Credit Card,Bengaluru
1055,U104,P006,Charger,1,699,2025-07-10 05:40:52,Netbanking,Kolkata
1056,U170,P005,Earbuds,2,1999,2025-07-18 05:03:38,Wallet,Chennai
1057,U142,P005,Earbuds,2,1999,2025-07-17 10:26:51,Wallet,Hyderabad
1058,U191,P005,Earbuds,2,1999,2025-07-30 20:37:01,Netbanking,Mumbai
1059,U180,P004,Smart Watch,2,3499,2025-07-30 03:21:12,Netbanking,Mumbai
1060,U065,P002,Mobile Cover,1,299,2025-07-28 20:46:14,Credit Card,Mumbai
1061,U081,P001,Bluetooth Speaker,3,1499,2025-08-01 16:44:37,COD,Pune
1062,U196,P006,Charger,1,699,2025-07-10 00:47:24,Credit Card,Kolkata
1063,U056,P006,Charger,2,699,2025-07-17 09:31:52,Netbanking,Hyderabad
1064,U186,P005,Earbuds,3,1999,2025-07-29 05:25:04,COD,Pune
1065,U073,P001,Bluetooth Speaker,1,1499,2025-08-01 15:04:51,Netbanking,Bengaluru
1066,U059,P003,Power Bank,1,999,2025-07-20 00:16:30,Netbanking,Bengaluru
1067,U004,P006,Charger,3,699,2025-07-11 11:26:35,Credit Card,Hyderabad
1068,U071,P001,Bluetooth Speaker,1,1499,2025-07-22 13:04:30,COD,Hyderabad
1069,U075,P006,Charger,1,699,2025-07-19 10:09:04,Wallet,Kolkata
1070,U027,P007,Screen Guard,1,199,2025-07-31 03:54:08,COD,Hyderabad
1071,U073,P004,Smart Watch,2,3499,2025-08-01 11:38:51,Wallet,Bengaluru
1072,U088,P002,Mobile Cover,1,299,2025-07-25 22:21:52,Netbanking,Delhi
1073,U123,P001,Bluetooth Speaker,1,1499,2025-08-01 12:37:52,Wallet,Delhi
1074,U126,P001,Bluetooth Speaker,3,1499,2025-07-27 19:04:30,UPI,Pune
1075,U039,P002,Mobile Cover,3,299,2025-07-26 02:31:58,Netbanking,Pune
1076,U022,P002,Mobile Cover,1,299,2025-07-30 09:31:55,COD,Kolkata
1077,U196,P004,Smart Watch,3,3499,2025-07-16 09:28:17,COD,Kolkata
1078,U159,P002,Mobile Cover,3,299,2025-07-20 15:05:57,Wallet,Delhi
1079,U116,P004,Smart Watch,2,3499,2025-07-22 14:21:06,COD,Hyderabad
1080,U110,P003,Power Bank,3,999,2025-07-18 04:54:23,COD,Delhi
1081,U016,P005,Earbuds,3,1999,2025-08-03 08:25:27,UPI,Hyderabad
1082,U196,P002,Mobile Cover,3,299,2025-07-11 02:13:55,Credit Card,Kolkata
1083,U068,P006,Charger,1,699,2025-07-25 16:49:45,Credit Card,Chennai
1084,U062,P002,Mobile Cover,3,299,2025-07-25 14:47:09,UPI,Mumbai
1085,U041,P001,Bluetooth Speaker,2,1499,2025-07-10 01:39:03,Wallet,Mumbai
1086,U177,P005,Earbuds,2,1999,2025-07-07 08:24:03,Netbanking,Kolkata
1087,U009,P002,Mobile Cover,2,299,2025-07-28 13:29:38,Netbanking,Kolkata
1088,U180,P007,Screen Guard,2,199,2025-07-27 21:31:19,UPI,Mumbai
1089,U176,P002,Mobile Cover,2,299,2025-07-22 02:02:20,COD,Pune
1090,U170,P007,Screen Guard,1,199,2025-07-22 06:53:39,Wallet,Chennai
1091,U030,P005,Earbuds,1,1999,2025-07-17 23:43:47,Credit Card,Pune
1092,U069,P007,Screen Guard,1,199,2025-07-23 08:39:40,UPI,Bengaluru
1093,U016,P002,Mobile Cover,2,299,2025-07-18 14:35:21,COD,Hyderabad
1094,U192,P007,Screen Guard,3,199,2025-07-31 09:05:45,Netbanking,Kolkata
1095,U113,P001,Bluetooth Speaker,2,1499,2025-07-28 08:16:18,Netbanking,Chennai
1096,U180,P004,Smart Watch,2,3499,2025-07-17 05:31:05,COD,Mumbai
1097,U139,P004,Smart Watch,2,3499,2025-07-11 19:00:15,UPI,Delhi
1098,U154,P001,Bluetooth Speaker,2,1499,2025-07-30 18:57:10,Netbanking,Delhi
1099,U155,P003,Power Bank,1,999,2025-07-16 02:00:32,UPI,Pune
1100,U059,P006,Charger,3,699,2025-07-12 02:15:54,COD,Bengaluru
1101,U006,P007,Screen Guard,3,199,2025-07-16 20:29:54,Netbanking,Mumbai
1102,U148,P001,Bluetooth Speaker,1,1499,2025-07-14 05:54:20,Wallet,Chennai
1103,U133,P006,Charger,2,699,2025-07-31 17:50:26,Netbanking,Mumbai
1104,U047,P005,Earbuds,2,1999,2025-07-28 00:57:14,Wallet,Pune
1105,U024,P004,Smart Watch,2,3499,2025-07-06 07:34:31,Wallet,Pune
1106,U086,P003,Power Bank,3,999,2025-07-17 12:18:19,UPI,Mumbai
1107,U042,P003,Power Bank,2,999,2025-07-25 12:42:57,Wallet,Bengaluru
1108,U074,P006,Charger,2,699,2025-07-14 02:17:40,COD,Mumbai
1109,U010,P004,Smart Watch,1,3499,2025-07-22 09:35:34,Netbanking,Pune
1110,U065,P003,Power Bank,1,999,2025-07-21 04:12:56,Wallet,Mumbai
1111,U132,P007,Screen Guard,1,199,2025-07-17 04:28:13,COD,Kolkata
1112,U119,P004,Smart Watch,1,3499,2025-07-06 02:49:43,Credit Card,Chennai
1113,U133,P003,Power Bank,3,999,2025-07-23 06:34:31,Wallet,Mumbai
1114,U161,P004,Smart Watch,1,3499,2025-07-13 14:43:59,Credit Card,Chennai
1115,U069,P005,Earbuds,1,1999,2025-07-28 17:26:42,Netbanking,Bengaluru
1116,U113,P006,Charger,2,699,2025-07-26 17:12:58,UPI,Chennai
1117,U008,P006,Charger,3,699,2025-07-06 08:47:15,Credit Card,Mumbai
1118,U182,P002,Mobile Cover,2,299,2025-07-05 18:46:50,COD,Chennai
1119,U004,P005,Earbuds,2,1999,2025-07-29 16:20:13,UPI,Hyderabad
1120,U058,P007,Screen Guard,1,199,2025-07-27 06:23:12,Wallet,Kolkata
1121,U031,P006,Charger,1,699,2025-07-12 23:31:08,Wallet,Pune
1122,U184,P003,Power Bank,3,999,2025-07-09 17:53:36,Netbanking,Pune
1123,U107,P007,Screen Guard,2,199,2025-07-26 12:39:24,Wallet,Hyderabad
1124,U063,P004,Smart Watch,3,3499,2025-08-04 08:27:12,Credit Card,Hyderabad
1125,U099,P002,Mobile Cover,3,299,2025-08-01 02:33:06,COD,Mumbai
1126,U192,P002,Mobile Cover,1,299,2025-07-10 13:47:26,Netbanking,Kolkata
1127,U198,P007,Screen Guard,2,199,2025-07-23 09:28:32,Netbanking,Chennai
1128,U130,P003,Power Bank,1,999,2025-07-11 05:54:36,Netbanking,Pune
1129,U186,P003,Power Bank,3,999,2025-07-13 14:27:39,COD,Pune
1130,U169,P004,Smart Watch,1,3499,2025-07-24 09:35:46,Wallet,Hyderabad
1131,U138,P004,Smart Watch,2,3499,2025-07-11 20:57:42,Netbanking,Delhi
1132,U142,P007,Screen Guard,3,199,2025-07-11 00:45:35,Wallet,Hyderabad
1133,U117,P003,Power Bank,1,999,2025-07-13 02:13:22,Credit Card,Delhi
1134,U147,P004,Smart Watch,1,3499,2025-07-29 10:12:40,Wallet,Delhi
1135,U012,P003,Power Bank,3,999,2025-07-06 23:50:45,Wallet,Kolkata
1136,U181,P007,Screen Guard,2,199,2025-07-06 11:20:14,Wallet,Bengaluru
1137,U170,P007,Screen Guard,3,199,2025-07-20 07:38:20,Credit Card,Chennai
1138,U127,P001,Bluetooth Speaker,1,1499,2025-07-30 11:43:32,COD,Pune
1139,U152,P003,Power Bank,1,999,2025-07-09 20:59:15,Wallet,Chennai
1140,U026,P005,Earbuds,2,1999,2025-08-03 12:02:56,UPI,Pune
1141,U185,P002,Mobile Cover,2,299,2025-07-26 19:48:37,Credit Card,Chennai
1142,U020,P004,Smart Watch,2,3499,2025-07-19 09:51:51,Netbanking,Bengaluru
1143,U160,P006,Charger,2,699,2025-07-05 22:48:50,UPI,Hyderabad
1144,U085,P007,Screen Guard,3,199,2025-07-08 23:19:55,COD,Kolkata
1145,U098,P003,Power Bank,3,999,2025-08-03 13:16:36,Wallet,Mumbai
1146,U139,P001,Bluetooth Speaker,3,1499,2025-07-26 11:02:51,UPI,Delhi
1147,U061,P006,Charger,3,699,2025-07-29 05:59:36,Netbanking,Kolkata
1148,U059,P006,Charger,1,699,2025-07-22 10:46:00,Wallet,Bengaluru
1149,U026,P007,Screen Guard,3,199,2025-07-21 09:49:41,UPI,Pune
1150,U114,P002,Mobile Cover,3,299,2025-07-30 16:28:47,Netbanking,Bengaluru
1151,U008,P001,Bluetooth Speaker,2,1499,2025-07-09 02:36:08,UPI,Mumbai
1152,U076,P003,Power Bank,2,999,2025-07-14 20:17:38,Wallet,Hyderabad
1153,U038,P002,Mobile Cover,3,299,2025-07-08 03:14:07,Wallet,Mumbai
1154,U145,P006,Charger,1,699,2025-07-09 04:17:13,Credit Card,Pune
1155,U045,P001,Bluetooth Speaker,3,1499,2025-07-06 14:38:33,Wallet,Chennai
1156,U159,P006,Charger,1,699,2025-07-19 02:04:58,Wallet,Delhi
1157,U150,P002,Mobile Cover,1,299,2025-07-26 06:55:01,Wallet,Delhi
1158,U164,P003,Power Bank,2,999,2025-08-03 23:24:01,Netbanking,Delhi
1159,U171,P001,Bluetooth Speaker,2,1499,2025-07-30 22:39:00,Netbanking,Pune
1160,U174,P005,Earbuds,1,1999,2025-07-06 13:20:50,UPI,Chennai
1161,U114,P003,Power Bank,3,999,2025-07-10 21:51:23,Netbanking,Bengaluru
1162,U164,P004,Smart Watch,3,3499,2025-07-28 23:38:41,Netbanking,Delhi
1163,U117,P007,Screen Guard,2,199,2025-07-24 11:40:48,Credit Card,Delhi
1164,U099,P007,Screen Guard,2,199,2025-07-10 12:18:11,UPI,Mumbai
1165,U061,P004,Smart Watch,3,3499,2025-07-24 05:33:48,Netbanking,Kolkata
1166,U148,P003,Power Bank,3,999,2025-07-06 04:48:46,Netbanking,Chennai
1167,U006,P007,Screen Guard,3,199,2025-07-07 11:10:52,Wallet,Mumbai
1168,U071,P001,Bluetooth Speaker,3,1499,2025-08-03 21:00:36,UPI,Hyderabad
1169,U156,P006,Charger,2,699,2025-07-10 21:18:40,Netbanking,Bengaluru
1170,U199,P007,Screen Guard,1,199,2025-08-02 08:19:06,COD,Mumbai
1171,U091,P002,Mobile Cover,3,299,2025-07-18 16:44:08,Credit Card,Bengaluru
1172,U159,P003,Power Bank,3,999,2025-07-19 05:28:38,Credit Card,Delhi
1173,U161,P001,Bluetooth Speaker,3,1499,2025-07-26 04:08:45,UPI,Chennai
1174,U080,P007,Screen Guard,2,199,2025-07-08 07:09:41,UPI,Mumbai
1175,U149,P003,Power Bank,3,999,2025-07-05 17:18:46,Credit Card,Mumbai
1176,U024,P003,Power Bank,2,999,2025-07-22 09:09:33,Wallet,Pune
1177,U045,P002,Mobile Cover,1,299,2025-07-31 23:40:55,COD,Chennai
1178,U094,P005,Earbuds,3,1999,2025-07-23 00:59:55,Netbanking,Mumbai
1179,U043,P003,Power Bank,2,999,2025-07-13 16:48:42,Netbanking,Mumbai
1180,U192,P007,Screen Guard,2,199,2025-08-02 11:04:09,UPI,Kolkata
1181,U120,P001,Bluetooth Speaker,1,1499,2025-07-07 06:03:26,Credit Card,Hyderabad
1182,U174,P006,Charger,3,699,2025-07-23 03:21:50,Wallet,Chennai
1183,U143,P003,Power Bank,1,999,2025-07-24 19:01:01,Wallet,Kolkata
1184,U004,P003,Power Bank,3,999,2025-07-30 13:53:51,UPI,Hyderabad
1185,U117,P003,Power Bank,3,999,2025-07-28 06:08:21,Netbanking,Delhi
1186,U150,P004,Smart Watch,3,3499,2025-07-27 02:18:49,Netbanking,Delhi
1187,U028,P006,Charger,1,699,2025-07-21 13:52:50,Wallet,Hyderabad
1188,U007,P005,Earbuds,3,1999,2025-07-23 22:23:48,Netbanking,Hyderabad
1189,U157,P002,Mobile Cover,3,299,2025-07-13 08:33:07,UPI,Mumbai
1190,U163,P007,Screen Guard,2,199,2025-07-23 14:19:39,Netbanking,Bengaluru
1191,U167,P004,Smart Watch,1,3499,2025-07-22 09:46:54,Credit Card,Hyderabad
1192,U012,P001,Bluetooth Speaker,2,1499,2025-07-09 05:22:15,Wallet,Kolkata
1193,U030,P001,Bluetooth Speaker,1,1499,2025-07-08 20:01:28,COD,Pune
1194,U035,P004,Smart Watch,2,3499,2025-07-15 19:42:44,Netbanking,Mumbai
1195,U172,P006,Charger,3,699,2025-07-11 21:54:00,COD,Chennai
1196,U108,P005,Earbuds,3,1999,2025-07-13 16:20:01,Credit Card,Hyderabad
1197,U107,P006,Charger,1,699,2025-08-01 17:57:00,Wallet,Hyderabad
1198,U158,P004,Smart Watch,2,3499,2025-07-20 07:53:30,UPI,Bengaluru
1199,U177,P003,Power Bank,1,999,2025-07-22 04:55:33,Wallet,Kolkata
1200,U114,P002,Mobile Cover,2,299,2025-07-06 20:35:59,UPI,Bengaluru
1201,U176,P003,Power Bank,3,999,2025-07-23 05:56:02,Netbanking,Pune
1202,U016,P004,Smart Watch,2,3499,2025-07-08 17:23:41,Credit Card,Hyderabad
1203,U032,P007,Screen Guard,2,199,2025-08-03 18:15:57,UPI,Mumbai
1204,U170,P002,Mobile Cover,3,299,2025-07-25 20:09:41,COD,Chennai
1205,U006,P001,Bluetooth Speaker,2,1499,2025-07-08 06:36:58,Credit Card,Mumbai
1206,U033,P007,Screen Guard,3,199,2025-07-23 11:30:47,Credit Card,Chennai
1207,U018,P007,Screen Guard,3,199,2025-07-18 11:16:54,Credit Card,Kolkata
1208,U151,P002,Mobile Cover,1,299,2025-07-23 11:02:46,Netbanking,Mumbai
1209,U199,P002,Mobile Cover,3,299,2025-07-12 14:34:33,UPI,Mumbai
1210,U071,P007,Screen Guard,1,199,2025-07-17 07:22:01,Credit Card,Hyderabad
1211,U139,P003,Power Bank,1,999,2025-07-18 01:52:24,UPI,Delhi
1212,U170,P007,Screen Guard,1,199,2025-08-02 00:38:53,Credit Card,Chennai
1213,U004,P003,Power Bank,1,999,2025-07-20 17:01:41,COD,Hyderabad
1214,U083,P001,Bluetooth Speaker,1,1499,2025-07-19 21:33:35,Netbanking,Kolkata
1215,U014,P002,Mobile Cover,3,299,2025-08-03 12:59:38,Wallet,Delhi
1216,U135,P001,Bluetooth Speaker,3,1499,2025-07-29 20:53:50,UPI,Bengaluru
1217,U122,P004,Smart Watch,2,3499,2025-07-24 17:36:19,COD,Pune
1218,U152,P001,Bluetooth Speaker,2,1499,2025-08-03 21:21:49,COD,Chennai
1219,U057,P005,Earbuds,1,1999,2025-07-11 18:32:24,COD,Bengaluru
1220,U078,P004,Smart Watch,3,3499,2025-07-07 04:33:01,UPI,Hyderabad
1221,U016,P004,Smart Watch,2,3499,2025-07-19 19:25:41,Wallet,Hyderabad
1222,U176,P001,Bluetooth Speaker,2,1499,2025-07-10 05:07:45,Wallet,Pune
1223,U019,P001,Bluetooth Speaker,2,1499,2025-08-03 08:00:16,COD,Hyderabad
1224,U038,P001,Bluetooth Speaker,1,1499,2025-07-26 09:58:05,Netbanking,Mumbai
1225,U160,P006,Charger,3,699,2025-07-18 03:26:27,COD,Hyderabad
1226,U183,P003,Power Bank,2,999,2025-07-10 06:15:19,COD,Chennai
1227,U136,P003,Power Bank,2,999,2025-07-08 04:24:59,COD,Kolkata
1228,U155,P004,Smart Watch,1,3499,2025-07-12 12:20:18,UPI,Pune
1229,U168,P006,Charger,3,699,2025-07-31 08:19:49,Credit Card,Delhi
1230,U111,P004,Smart Watch,1,3499,2025-07-27 21:00:03,Wallet,Mumbai
1231,U087,P007,Screen Guard,2,199,2025-07-08 01:48:11,Wallet,Mumbai
1232,U107,P006,Charger,1,699,2025-07-17 11:47:48,Netbanking,Hyderabad
1233,U110,P003,Power Bank,3,999,2025-07-06 03:12:27,Netbanking,Delhi
1234,U096,P002,Mobile Cover,3,299,2025-07-06 11:17:18,Wallet,Chennai
1235,U018,P001,Bluetooth Speaker,1,1499,2025-07-27 16:08:37,UPI,Kolkata
1236,U111,P001,Bluetooth Speaker,3,1499,2025-07-19 09:59:58,Netbanking,Mumbai
1237,U034,P005,Earbuds,1,1999,2025-07-24 01:55:06,COD,Mumbai
1238,U144,P005,Earbuds,2,1999,2025-07-30 23:51:56,UPI,Chennai
1239,U106,P003,Power Bank,3,999,2025-07-30 07:11:48,Wallet,Chennai
1240,U185,P001,Bluetooth Speaker,2,1499,2025-07-29 05:38:48,COD,Chennai
1241,U080,P003,Power Bank,1,999,2025-07-14 12:03:42,COD,Mumbai
1242,U130,P002,Mobile Cover,1,299,2025-07-19 03:36:45,Wallet,Pune
1243,U058,P007,Screen Guard,1,199,2025-07-21 19:41:26,Netbanking,Kolkata
1244,U143,P003,Power Bank,1,999,2025-07-08 15:52:37,Netbanking,Kolkata
1245,U147,P002,Mobile Cover,2,299,2025-07-25 09:18:41,COD,Delhi
1246,U197,P007,Screen Guard,3,199,2025-07-23 19:55:53,COD,Pune
1247,U173,P006,Charger,3,699,2025-07-24 23:29:34,UPI,Delhi
1248,U156,P006,Charger,3,699,2025-08-01 04:35:07,Netbanking,Bengaluru
1249,U008,P002,Mobile Cover,2,299,2025-07-07 08:49:05,Netbanking,Mumbai
1250,U087,P003,Power Bank,1,999,2025-07-11 15:27:58,Credit Card,Mumbai
1251,U037,P005,Earbuds,3,1999,2025-07-28 10:19:47,Wallet,Mumbai
1252,U018,P002,Mobile Cover,3,299,2025-08-02 03:09:31,UPI,Kolkata
1253,U024,P006,Charger,3,699,2025-07-21 11:49:20,Credit Card,Pune
1254,U097,P004,Smart Watch,2,3499,2025-07-17 02:30:08,Netbanking,Delhi
1255,U041,P003,Power Bank,2,999,2025-07-07 20:03:47,Netbanking,Mumbai
1256,U199,P005,Earbuds,3,1999,2025-08-02 05:23:52,UPI,Mumbai
1257,U014,P002,Mobile Cover,1,299,2025-07-31 00:26:01,COD,Delhi
1258,U013,P006,Charger,1,699,2025-07-06 20:56:41,Netbanking,Bengaluru
1259,U114,P006,Charger,2,699,2025-07-28 19:40:06,Wallet,Bengaluru
1260,U156,P004,Smart Watch,2,3499,2025-07-19 07:58:37,Netbanking,Bengaluru
1261,U056,P007,Screen Guard,3,199,2025-07-18 18:35:00,UPI,Hyderabad
1262,U089,P004,Smart Watch,1,3499,2025-07-30 11:40:59,Netbanking,Kolkata
1263,U174,P006,Charger,3,699,2025-07-11 04:21:44,Wallet,Chennai
1264,U135,P006,Charger,2,699,2025-07-14 02:25:43,UPI,Bengaluru
1265,U057,P004,Smart Watch,3,3499,2025-08-02 00:53:38,UPI,Bengaluru
1266,U002,P002,Mobile Cover,2,299,2025-07-22 20:49:17,Credit Card,Mumbai
1267,U197,P002,Mobile Cover,2,299,2025-07-18 02:42:40,Netbanking,Pune
1268,U084,P001,Bluetooth Speaker,1,1499,2025-07-26 21:46:13,Wallet,Bengaluru
1269,U192,P004,Smart Watch,1,3499,2025-07-19 19:00:33,Credit Card,Kolkata
1270,U098,P005,Earbuds,3,1999,2025-07-19 12:05:57,Credit Card,Mumbai
1271,U129,P005,Earbuds,3,1999,2025-07-29 15:33:40,Netbanking,Kolkata
1272,U019,P004,Smart Watch,3,3499,2025-08-01 17:07:36,UPI,Hyderabad
1273,U112,P001,Bluetooth Speaker,2,1499,2025-07-16 15:59:02,UPI,Mumbai
1274,U081,P005,Earbuds,2,1999,2025-07-31 01:15:04,COD,Pune
1275,U104,P006,Charger,3,699,2025-07-31 20:59:42,Wallet,Kolkata
1276,U075,P001,Bluetooth Speaker,2,1499,2025-07-28 11:34:17,UPI,Kolkata
1277,U084,P002,Mobile Cover,3,299,2025-07-17 07:20:36,Wallet,Bengaluru
1278,U177,P003,Power Bank,1,999,2025-08-02 23:26:21,Wallet,Kolkata
1279,U028,P002,Mobile Cover,2,299,2025-07-20 22:39:28,COD,Hyderabad
1280,U103,P005,Earbuds,1,1999,2025-07-07 09:28:31,Wallet,Bengaluru
1281,U080,P006,Charger,2,699,2025-07-18 22:59:09,Credit Card,Mumbai
1282,U086,P007,Screen Guard,1,199,2025-07-28 01:07:54,UPI,Mumbai
1283,U131,P006,Charger,1,699,2025-07-21 13:22:21,COD,Bengaluru
1284,U131,P002,Mobile Cover,2,299,2025-07-24 05:45:31,Netbanking,Bengaluru
1285,U187,P007,Screen Guard,3,199,2025-07-14 13:57:06,Credit Card,Kolkata
1286,U061,P001,Bluetooth Speaker,1,1499,2025-07-23 22:25:04,Netbanking,Kolkata
1287,U051,P002,Mobile Cover,3,299,2025-07-12 14:31:49,Credit Card,Pune
1288,U195,P007,Screen Guard,3,199,2025-07-16 01:39:44,UPI,Delhi
1289,U046,P007,Screen Guard,3,199,2025-07-28 06:17:36,Wallet,Hyderabad
1290,U119,P007,Screen Guard,3,199,2025-07-24 05:00:53,COD,Chennai
1291,U115,P006,Charger,3,699,2025-07-30 11:42:04,COD,Bengaluru
1292,U083,P007,Screen Guard,3,199,2025-07-06 19:55:55,Netbanking,Kolkata
1293,U039,P004,Smart Watch,1,3499,2025-07-21 20:56:16,Wallet,Pune
1294,U114,P006,Charger,2,699,2025-07-27 09:40:46,Netbanking,Bengaluru
1295,U152,P001,Bluetooth Speaker,2,1499,2025-07-23 12:43:54,COD,Chennai
1296,U019,P003,Power Bank,2,999,2025-07-07 20:15:23,Wallet,Hyderabad
1297,U010,P001,Bluetooth Speaker,2,1499,2025-07-15 21:12:20,Netbanking,Pune
1298,U020,P006,Charger,1,699,2025-07-22 11:11:10,COD,Bengaluru
1299,U153,P005,Earbuds,2,1999,2025-07-17 19:02:27,Wallet,Kolkata
1300,U149,P005,Earbuds,3,1999,2025-07-09 00:38:55,UPI,Mumbai
1301,U116,P007,Screen Guard,3,199,2025-07-12 11:27:57,Credit Card,Hyderabad
1302,U083,P005,Earbuds,2,1999,2025-07-09 20:08:32,COD,Kolkata
1303,U039,P001,Bluetooth Speaker,2,1499,2025-08-02 00:27:25,UPI,Pune
1304,U088,P006,Charger,1,699,2025-07-06 05:55:37,COD,Delhi
1305,U166,P002,Mobile Cover,1,299,2025-07-15 14:51:34,Credit Card,Pune
1306,U182,P004,Smart Watch,2,3499,2025-07-18 01:55:58,COD,Chennai
1307,U134,P005,Earbuds,1,1999,2025-07-08 13:39:15,Netbanking,Hyderabad
1308,U096,P003,Power Bank,2,999,2025-07-23 03:37:29,Wallet,Chennai
1309,U199,P003,Power Bank,3,999,2025-07-16 22:45:21,COD,Mumbai
1310,U014,P007,Screen Guard,3,199,2025-07-24 06:42:02,Netbanking,Delhi
1311,U017,P003,Power Bank,1,999,2025-08-04 10:23:25,COD,Bengaluru
1312,U174,P004,Smart Watch,2,3499,2025-07-19 17:01:13,Netbanking,Chennai
1313,U186,P007,Screen Guard,3,199,2025-07-23 12:25:25,COD,Pune
1314,U039,P003,Power Bank,1,999,2025-08-04 10:13:26,COD,Pune
1315,U170,P002,Mobile Cover,2,299,2025-07-09 15:17:03,Netbanking,Chennai
1316,U168,P006,Charger,3,699,2025-07-12 22:43:20,Wallet,Delhi
